# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       4     0.00000     0.00000     0.00000  -44.058354712  -44.088524293   -0.030169581
     1       4     0.00000     0.01484     0.00000  -44.058346380  -44.088526849   -0.030180469
     1       4     0.00000     0.02968     0.00000  -44.058321539  -44.088534704   -0.030213165
     1       4     0.00000     0.04452     0.00000  -44.058280222  -44.088549934   -0.030269712
     1       4     0.00000     0.05935     0.00000  -44.058222793  -44.088582408   -0.030359615
     1       4     0.00000     0.07419     0.00000  -44.058149520  -44.088635450   -0.030485930
     1       4     0.00000     0.08903     0.00000  -44.058060913  -44.088688184   -0.030627272
     1       4     0.00000     0.10387     0.00000  -44.057957511  -44.088701842   -0.030744331
     1       4     0.00000     0.11871     0.00000  -44.057839963  -44.088636371   -0.030796408
     1       4     0.00000     0.13355     0.00000  -44.057708981  -44.088461587   -0.030752606
     1       4     0.00000     0.14839     0.00000  -44.057565357  -44.088160286   -0.030594929
     1       4     0.00000     0.16323     0.00000  -44.057409990  -44.087726338   -0.030316348
