# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.05830933E+01  -1.02572254E+01   3.25867860E-01
# Error est. for CH(vbm) CH(cbm) diff =   7.95308758E-01   8.95153800E-01   9.98450412E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      9  -1.94959785E-01  -1.25676954E-01   6.92828312E-02
     10  -2.07808338E-01  -1.33767536E-01   7.40408020E-02
     11  -2.15852384E-01  -1.39861047E-01   7.59913373E-02
     12  -2.27691705E-01  -1.47710059E-01   7.99816458E-02
     13  -2.28881907E-01  -2.37282104E-01  -8.40019737E-03
     14  -2.30065456E-01  -3.72104673E-01  -1.42039217E-01
     15  -2.31293548E-01  -4.90734983E-01  -2.59441434E-01
     16  -1.04151367E+00  -8.30315361E-01   2.11198309E-01
     17  -1.65358527E+00  -1.12073024E+00   5.32855030E-01
     18  -2.46118303E+00  -1.50900080E+00   9.52182237E-01
     19  -2.46262088E+00  -1.57806702E+00   8.84553860E-01
     20  -2.54467202E+00  -1.67206213E+00   8.72609892E-01
     21  -2.68573211E+00  -1.78346244E+00   9.02269666E-01
     22  -2.83457335E+00  -1.90120708E+00   9.33366272E-01
     23  -2.83886207E+00  -2.00352632E+00   8.35335753E-01
     24  -2.97543729E+00  -2.12456232E+00   8.50874973E-01
     25  -3.12821193E+00  -2.25826633E+00   8.69945595E-01
     26  -3.21972443E+00  -2.38531635E+00   8.34408081E-01
     27  -3.35254712E+00  -2.52633286E+00   8.26214266E-01
     28  -3.50253905E+00  -2.63849509E+00   8.64043965E-01
     29  -3.72618775E+00  -2.79811835E+00   9.28069406E-01
     30  -3.89897974E+00  -2.91943347E+00   9.79546271E-01
     31  -4.04730598E+00  -3.03767939E+00   1.00962659E+00
     32  -4.24397265E+00  -3.15874810E+00   1.08522456E+00
     33  -4.50665426E+00  -3.29573837E+00   1.21091589E+00
     34  -4.73359908E+00  -3.46435374E+00   1.26924535E+00
     35  -5.08703143E+00  -3.70568002E+00   1.38135141E+00
     36  -7.16537786E+00  -4.05646623E+00   3.10891163E+00
     37  -7.46089294E+00  -5.46433290E+00   1.99656004E+00
     38  -7.77666159E+00  -6.00717339E+00   1.76948820E+00
     39  -8.03739818E+00  -6.39442665E+00   1.64297154E+00
     40  -8.35934376E+00  -6.76064057E+00   1.59870318E+00
     41  -8.45793601E+00  -6.92578421E+00   1.53215180E+00
     42  -8.57108470E+00  -7.10792591E+00   1.46315879E+00
     43  -8.63329820E+00  -7.19617356E+00   1.43712464E+00
     44  -8.69094149E+00  -7.26490538E+00   1.42603611E+00
     45  -8.70750270E+00  -7.32316443E+00   1.38433827E+00
     46  -8.76752102E+00  -7.38830850E+00   1.37921252E+00
     47  -8.78463627E+00  -7.43626207E+00   1.34837420E+00
     48  -8.81778055E+00  -7.48695600E+00   1.33082455E+00
     49  -8.86241745E+00  -7.54342375E+00   1.31899369E+00
     50  -8.88831704E+00  -7.58199937E+00   1.30631766E+00
     51  -8.91115050E+00  -7.61602716E+00   1.29512334E+00
     52  -8.94007637E+00  -7.65785338E+00   1.28222299E+00
     53  -8.96980951E+00  -7.69643243E+00   1.27337708E+00
     54  -9.00512821E+00  -7.73578953E+00   1.26933868E+00
     55  -9.04913017E+00  -7.78309586E+00   1.26603431E+00
     56  -9.08232066E+00  -7.82432539E+00   1.25799527E+00
     57  -9.09957672E+00  -7.85655381E+00   1.24302291E+00
     58  -9.12502399E+00  -7.89466634E+00   1.23035765E+00
     59  -9.15686096E+00  -7.93100028E+00   1.22586068E+00
     60  -9.18783875E+00  -7.96435259E+00   1.22348616E+00
     61  -9.21289871E+00  -7.99495001E+00   1.21794870E+00
     62  -9.24883449E+00  -8.02847265E+00   1.22036183E+00
     63  -9.27118234E+00  -8.05800061E+00   1.21318173E+00
     64  -9.30217604E+00  -8.08784391E+00   1.21433213E+00
     65  -9.32293440E+00  -8.11476454E+00   1.20816987E+00
     66  -9.34141998E+00  -8.13902727E+00   1.20239271E+00
     67  -9.36238437E+00  -8.16500821E+00   1.19737617E+00
     68  -9.37723988E+00  -8.18664473E+00   1.19059515E+00
     69  -9.39268715E+00  -8.20997603E+00   1.18271112E+00
     70  -9.41132926E+00  -8.23102398E+00   1.18030528E+00
     71  -9.43118281E+00  -8.25200423E+00   1.17917858E+00
     72  -9.45402494E+00  -8.27644414E+00   1.17758080E+00
     73  -9.46942699E+00  -8.29353925E+00   1.17588774E+00
     74  -9.48734999E+00  -8.31067267E+00   1.17667732E+00
     75  -9.50671609E+00  -8.32957286E+00   1.17714323E+00
     76  -9.52414623E+00  -8.34817253E+00   1.17597370E+00
     77  -9.54123383E+00  -8.36553962E+00   1.17569421E+00
     78  -9.55693130E+00  -8.38214496E+00   1.17478634E+00
     79  -9.57242440E+00  -8.39858865E+00   1.17383575E+00
     80  -9.58960887E+00  -8.41485770E+00   1.17475116E+00
     81  -9.60397174E+00  -8.42937100E+00   1.17460074E+00
     82  -9.61669537E+00  -8.44237843E+00   1.17431694E+00
     83  -9.62955787E+00  -8.45577206E+00   1.17378581E+00
     84  -9.64712444E+00  -8.47216752E+00   1.17495692E+00
     85  -9.66219527E+00  -8.48641677E+00   1.17577850E+00
     86  -9.67761772E+00  -8.50204423E+00   1.17557349E+00
     87  -9.69292119E+00  -8.51582494E+00   1.17709624E+00
     88  -9.70666211E+00  -8.52914627E+00   1.17751584E+00
     89  -9.71992053E+00  -8.54309503E+00   1.17682550E+00
     90  -9.73290243E+00  -8.55656966E+00   1.17633277E+00
     91  -9.74570961E+00  -8.56962385E+00   1.17608576E+00
     92  -9.76041826E+00  -8.58440485E+00   1.17601341E+00
     93  -9.77437072E+00  -8.59810993E+00   1.17626079E+00
     94  -9.78935332E+00  -8.61127280E+00   1.17808052E+00
     95  -9.80035579E+00  -8.62320536E+00   1.17715043E+00
     96  -9.81363604E+00  -8.63620576E+00   1.17743027E+00
     97  -9.82822490E+00  -8.64953368E+00   1.17869122E+00
     98  -9.83987038E+00  -8.66182753E+00   1.17804285E+00
     99  -9.85153230E+00  -8.67406551E+00   1.17746679E+00
    100  -9.86393547E+00  -8.68733010E+00   1.17660536E+00
    101  -9.87423638E+00  -8.69966848E+00   1.17456790E+00
    102  -9.88574482E+00  -8.71163095E+00   1.17411387E+00
    103  -9.89652322E+00  -8.72326561E+00   1.17325761E+00
    104  -9.90879242E+00  -8.73589628E+00   1.17289614E+00
    105  -9.91857216E+00  -8.74685920E+00   1.17171296E+00
    106  -9.92972212E+00  -8.75793057E+00   1.17179155E+00
    107  -9.94097256E+00  -8.76869267E+00   1.17227989E+00
    108  -9.95115627E+00  -8.77949363E+00   1.17166264E+00
    109  -9.96373234E+00  -8.79144591E+00   1.17228643E+00
    110  -9.97425436E+00  -8.80166323E+00   1.17259114E+00
    111  -9.98602878E+00  -8.81264263E+00   1.17338614E+00
    112  -9.99556414E+00  -8.82231927E+00   1.17324487E+00
    113  -1.00051622E+01  -8.83200335E+00   1.17315889E+00
    114  -1.00147743E+01  -8.84167598E+00   1.17309833E+00
    115  -1.00234194E+01  -8.85090120E+00   1.17251821E+00
    116  -1.00332472E+01  -8.86040978E+00   1.17283743E+00
    117  -1.00417110E+01  -8.86887043E+00   1.17284058E+00
    118  -1.00502649E+01  -8.87731522E+00   1.17294964E+00
    119  -1.00597286E+01  -8.88618851E+00   1.17354011E+00
    120  -1.00684873E+01  -8.89542044E+00   1.17306682E+00
    121  -1.00785955E+01  -8.90518236E+00   1.17341310E+00
    122  -1.00890749E+01  -8.91490754E+00   1.17416735E+00
    123  -1.00985820E+01  -8.92413568E+00   1.17444629E+00
    124  -1.01081253E+01  -8.93292705E+00   1.17519823E+00
    125  -1.01165869E+01  -8.94123604E+00   1.17535088E+00
    126  -1.01246297E+01  -8.94943278E+00   1.17519692E+00
    127  -1.01356043E+01  -8.95903729E+00   1.17656700E+00
    128  -1.01443710E+01  -8.96751869E+00   1.17685227E+00
    129  -1.01520814E+01  -8.97568780E+00   1.17639363E+00
    130  -1.01600077E+01  -8.98368133E+00   1.17632639E+00
    131  -1.01668835E+01  -8.99151074E+00   1.17537276E+00
    132  -1.01758179E+01  -9.00003976E+00   1.17577815E+00
    133  -1.01838537E+01  -9.00770373E+00   1.17614996E+00
    134  -1.01914666E+01  -9.01566322E+00   1.17580343E+00
    135  -1.01983954E+01  -9.02288616E+00   1.17550920E+00
    136  -1.02067811E+01  -9.03055194E+00   1.17622911E+00
    137  -1.02142875E+01  -9.03764348E+00   1.17664406E+00
    138  -1.02215099E+01  -9.04499180E+00   1.17651808E+00
    139  -1.02295073E+01  -9.05275554E+00   1.17675175E+00
    140  -1.02362355E+01  -9.05938618E+00   1.17684929E+00
    141  -1.02444694E+01  -9.06702920E+00   1.17744021E+00
    142  -1.02513630E+01  -9.07381872E+00   1.17754428E+00
    143  -1.02597977E+01  -9.08129967E+00   1.17849807E+00
    144  -1.02673821E+01  -9.08814470E+00   1.17923737E+00
    145  -1.02759569E+01  -9.09552359E+00   1.18043326E+00
    146  -1.02824526E+01  -9.10163717E+00   1.18081542E+00
    147  -1.02893153E+01  -9.10827927E+00   1.18103600E+00
    148  -1.02963638E+01  -9.11484770E+00   1.18151614E+00
    149  -1.03042313E+01  -9.12200950E+00   1.18222180E+00
    150  -1.03106613E+01  -9.12801357E+00   1.18264775E+00
    151  -1.03169807E+01  -9.13428222E+00   1.18269850E+00
    152  -1.03234325E+01  -9.14078653E+00   1.18264600E+00
    153  -1.03303496E+01  -9.14692811E+00   1.18342145E+00
    154  -1.03367010E+01  -9.15293873E+00   1.18376230E+00
    155  -1.03428057E+01  -9.15883744E+00   1.18396822E+00
    156  -1.03489769E+01  -9.16513178E+00   1.18384517E+00
    157  -1.03557454E+01  -9.17125255E+00   1.18449290E+00
    158  -1.03622226E+01  -9.17743481E+00   1.18478781E+00
    159  -1.03687521E+01  -9.18346467E+00   1.18528739E+00
    160  -1.03748138E+01  -9.18913873E+00   1.18567504E+00
    161  -1.03807789E+01  -9.19479778E+00   1.18598115E+00
    162  -1.03881454E+01  -9.20109624E+00   1.18704914E+00
    163  -1.03944708E+01  -9.20720087E+00   1.18726992E+00
    164  -1.04006868E+01  -9.21297781E+00   1.18770896E+00
    165  -1.04070045E+01  -9.21868570E+00   1.18831882E+00
    166  -1.04159787E+01  -9.22583403E+00   1.19014463E+00
    167  -1.04221573E+01  -9.23130401E+00   1.19085329E+00
    168  -1.04277253E+01  -9.23655376E+00   1.19117150E+00
    169  -1.04338657E+01  -9.24192985E+00   1.19193589E+00
    170  -1.04392088E+01  -9.24676155E+00   1.19244725E+00
    171  -1.04449658E+01  -9.25198092E+00   1.19298491E+00
    172  -1.04505405E+01  -9.25693056E+00   1.19360992E+00
    173  -1.04563316E+01  -9.26229764E+00   1.19403398E+00
    174  -1.04625365E+01  -9.26761178E+00   1.19492474E+00
    175  -1.04678979E+01  -9.27244483E+00   1.19545304E+00
    176  -1.04735805E+01  -9.27807397E+00   1.19550651E+00
    177  -1.04786727E+01  -9.28290549E+00   1.19576718E+00
    178  -1.04851866E+01  -9.28844878E+00   1.19673781E+00
    179  -1.04905012E+01  -9.29350634E+00   1.19699490E+00
    180  -1.04956196E+01  -9.29835209E+00   1.19726746E+00
    181  -1.05021364E+01  -9.30380288E+00   1.19833351E+00
    182  -1.05077886E+01  -9.30895323E+00   1.19883535E+00
    183  -1.05132171E+01  -9.31399995E+00   1.19921714E+00
    184  -1.05189318E+01  -9.31913951E+00   1.19979232E+00
    185  -1.05249625E+01  -9.32410216E+00   1.20086037E+00
    186  -1.05307974E+01  -9.32907247E+00   1.20172497E+00
    187  -1.05356060E+01  -9.33376016E+00   1.20184587E+00
    188  -1.05399772E+01  -9.33800094E+00   1.20197625E+00
    189  -1.05450547E+01  -9.34281024E+00   1.20224441E+00
    190  -1.05496374E+01  -9.34754714E+00   1.20209027E+00
    191  -1.05539157E+01  -9.35184317E+00   1.20207254E+00
    192  -1.05585523E+01  -9.35634828E+00   1.20220404E+00
    193  -1.05627554E+01  -9.36063820E+00   1.20211718E+00
    194  -1.05675323E+01  -9.36528243E+00   1.20224992E+00
    195  -1.05725863E+01  -9.37005097E+00   1.20253533E+00
    196  -1.05776092E+01  -9.37454451E+00   1.20306466E+00
    197  -1.05819243E+01  -9.37870369E+00   1.20322064E+00
    198  -1.05861207E+01  -9.38295031E+00   1.20317043E+00
    199  -1.05900824E+01  -9.38686370E+00   1.20321866E+00
# k =   0.166667   0.333333   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.11264747E+01  -1.07103535E+01   4.16121219E-01
# Error est. for CH(vbm) CH(cbm) diff =   8.76674887E-01   9.06080621E-01   2.94057337E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.59046980E-05  -1.06320422E-02  -1.05361375E-02
      2  -9.41684863E-02  -9.08492917E-02   3.31919467E-03
      3  -1.14677328E-01  -9.48247192E-02   1.98526084E-02
      4  -1.27180478E-01  -9.75305390E-02   2.96499394E-02
      5  -1.51652444E-01  -1.01080634E-01   5.05718100E-02
      6  -1.65702184E-01  -1.04127983E-01   6.15742014E-02
      7  -1.74792226E-01  -1.07298220E-01   6.74940062E-02
      8  -1.83469525E-01  -1.11234143E-01   7.22353812E-02
      9  -1.94926716E-01  -1.14361004E-01   8.05657114E-02
     10  -2.05370079E-01  -1.17909403E-01   8.74606761E-02
     11  -2.13747808E-01  -1.21895581E-01   9.18522267E-02
     12  -2.23928239E-01  -1.26238352E-01   9.76898873E-02
     13  -2.27467549E-01  -3.67460431E-01  -1.39992882E-01
     14  -2.30042392E-01  -5.70328448E-01  -3.40286056E-01
     15  -2.32532689E-01  -7.61040808E-01  -5.28508120E-01
     16  -8.45254351E-01  -1.13362709E+00  -2.88372740E-01
     17  -1.40668704E+00  -1.49770483E+00  -9.10177898E-02
     18  -2.16504357E+00  -1.82541835E+00   3.39625222E-01
     19  -2.16865737E+00  -1.88879542E+00   2.79861943E-01
     20  -2.25353369E+00  -1.94505931E+00   3.08474380E-01
     21  -2.41180986E+00  -2.00468363E+00   4.07126227E-01
     22  -2.57108166E+00  -2.05882440E+00   5.12257252E-01
     23  -2.57715212E+00  -2.18704560E+00   3.90106515E-01
     24  -2.71810648E+00  -2.29346244E+00   4.24644037E-01
     25  -2.86687560E+00  -2.40632797E+00   4.60547621E-01
     26  -2.97054129E+00  -2.49788284E+00   4.72658452E-01
     27  -3.10523623E+00  -2.60946822E+00   4.95768012E-01
     28  -3.23821534E+00  -2.69371071E+00   5.44504629E-01
     29  -3.43023781E+00  -2.79721750E+00   6.33020304E-01
     30  -3.57947101E+00  -2.89301328E+00   6.86457733E-01
     31  -3.70578213E+00  -3.00086706E+00   7.04915073E-01
     32  -3.85074068E+00  -3.11082437E+00   7.39916311E-01
     33  -4.04179986E+00  -3.24773610E+00   7.94063763E-01
     34  -4.24725237E+00  -3.47316919E+00   7.74083180E-01
     35  -4.49307922E+00  -3.86903547E+00   6.24043744E-01
     36  -6.74670093E+00  -4.25886577E+00   2.48783516E+00
     37  -7.03759473E+00  -5.67929406E+00   1.35830067E+00
     38  -7.36880044E+00  -6.37716560E+00   9.91634846E-01
     39  -7.63961010E+00  -6.87333976E+00   7.66270334E-01
     40  -7.94734280E+00  -7.35444473E+00   5.92898073E-01
     41  -8.04948826E+00  -7.47098994E+00   5.78498312E-01
     42  -8.15673099E+00  -7.60466791E+00   5.52063081E-01
     43  -8.21993113E+00  -7.65636068E+00   5.63570444E-01
     44  -8.27657120E+00  -7.69642268E+00   5.80148524E-01
     45  -8.29441851E+00  -7.76658270E+00   5.27835814E-01
     46  -8.36678581E+00  -7.82574809E+00   5.41037721E-01
     47  -8.38757887E+00  -7.87864845E+00   5.08930426E-01
     48  -8.42621974E+00  -7.92670458E+00   4.99515168E-01
     49  -8.47926398E+00  -7.97399262E+00   5.05271361E-01
     50  -8.50809580E+00  -8.00896602E+00   4.99129778E-01
     51  -8.53363179E+00  -8.03768841E+00   4.95943387E-01
     52  -8.56626741E+00  -8.07690650E+00   4.89360902E-01
     53  -8.59605459E+00  -8.11128885E+00   4.84765745E-01
     54  -8.63015123E+00  -8.14801446E+00   4.82136769E-01
     55  -8.67175664E+00  -8.19166391E+00   4.80092725E-01
     56  -8.70564280E+00  -8.23093075E+00   4.74712056E-01
     57  -8.72500115E+00  -8.26757329E+00   4.57427860E-01
     58  -8.75240683E+00  -8.30799477E+00   4.44412059E-01
     59  -8.78807525E+00  -8.34969606E+00   4.38379195E-01
     60  -8.82225733E+00  -8.38389711E+00   4.38360220E-01
     61  -8.84770848E+00  -8.41638479E+00   4.31323696E-01
     62  -8.88643101E+00  -8.44944307E+00   4.36987938E-01
     63  -8.90821571E+00  -8.48138227E+00   4.26833433E-01
     64  -8.94012691E+00  -8.50970469E+00   4.30422218E-01
     65  -8.96139856E+00  -8.53671513E+00   4.24683432E-01
     66  -8.98224596E+00  -8.55739118E+00   4.24854776E-01
     67  -9.00613792E+00  -8.58015996E+00   4.25977961E-01
     68  -9.02215875E+00  -8.60193543E+00   4.20223317E-01
     69  -9.03968155E+00  -8.62518784E+00   4.14493714E-01
     70  -9.05987145E+00  -8.64410091E+00   4.15770542E-01
     71  -9.08162410E+00  -8.66410493E+00   4.17519168E-01
     72  -9.10800826E+00  -8.68599054E+00   4.22017722E-01
     73  -9.12431671E+00  -8.70188531E+00   4.22431403E-01
     74  -9.14373670E+00  -8.71648446E+00   4.27252238E-01
     75  -9.16455478E+00  -8.73155615E+00   4.32998636E-01
     76  -9.18394060E+00  -8.74634437E+00   4.37596232E-01
     77  -9.20259022E+00  -8.76086242E+00   4.41727794E-01
     78  -9.21826822E+00  -8.77600566E+00   4.42262556E-01
     79  -9.23439855E+00  -8.78915440E+00   4.45244151E-01
     80  -9.25176406E+00  -8.80504915E+00   4.46714912E-01
     81  -9.26592328E+00  -8.81885530E+00   4.47067980E-01
     82  -9.27893732E+00  -8.83183149E+00   4.47105825E-01
     83  -9.29173502E+00  -8.84495207E+00   4.46782948E-01
     84  -9.30969241E+00  -8.86013464E+00   4.49557769E-01
     85  -9.32534210E+00  -8.87354094E+00   4.51801158E-01
     86  -9.34138998E+00  -8.88839653E+00   4.52993452E-01
     87  -9.35718426E+00  -8.90150661E+00   4.55677651E-01
     88  -9.37087747E+00  -8.91409122E+00   4.56786247E-01
     89  -9.38440752E+00  -8.92744054E+00   4.56966978E-01
     90  -9.39733407E+00  -8.93966001E+00   4.57674064E-01
     91  -9.41041261E+00  -8.95243526E+00   4.57977355E-01
     92  -9.42547894E+00  -8.96735584E+00   4.58123097E-01
     93  -9.43985506E+00  -8.98099739E+00   4.58857671E-01
     94  -9.45509533E+00  -8.99333849E+00   4.61756840E-01
     95  -9.46698324E+00  -9.00535342E+00   4.61629822E-01
     96  -9.48085550E+00  -9.01825424E+00   4.62601255E-01
     97  -9.49586974E+00  -9.03169375E+00   4.64175983E-01
     98  -9.50789830E+00  -9.04410703E+00   4.63791275E-01
     99  -9.51937271E+00  -9.05711971E+00   4.62253001E-01
    100  -9.53212034E+00  -9.07131529E+00   4.60805046E-01
    101  -9.54218387E+00  -9.08480182E+00   4.57382056E-01
    102  -9.55360420E+00  -9.09906970E+00   4.54534497E-01
    103  -9.56450075E+00  -9.11178719E+00   4.52713556E-01
    104  -9.57686280E+00  -9.12470033E+00   4.52162468E-01
    105  -9.58684512E+00  -9.13576288E+00   4.51082243E-01
    106  -9.59781123E+00  -9.14723011E+00   4.50581124E-01
    107  -9.60894479E+00  -9.15796845E+00   4.50976341E-01
    108  -9.61912596E+00  -9.16806043E+00   4.51065532E-01
    109  -9.63178899E+00  -9.17925895E+00   4.52530036E-01
    110  -9.64204071E+00  -9.18977831E+00   4.52262404E-01
    111  -9.65411318E+00  -9.19999761E+00   4.54115566E-01
    112  -9.66362705E+00  -9.20993390E+00   4.53693153E-01
    113  -9.67319040E+00  -9.21942766E+00   4.53762732E-01
    114  -9.68285684E+00  -9.22875206E+00   4.54104774E-01
    115  -9.69111215E+00  -9.23767766E+00   4.53434483E-01
    116  -9.70078736E+00  -9.24696682E+00   4.53820537E-01
    117  -9.70915157E+00  -9.25578433E+00   4.53367246E-01
    118  -9.71732068E+00  -9.26452171E+00   4.52798969E-01
    119  -9.72689835E+00  -9.27322132E+00   4.53677035E-01
    120  -9.73544417E+00  -9.28280975E+00   4.52634416E-01
    121  -9.74547519E+00  -9.29268353E+00   4.52791663E-01
    122  -9.75568482E+00  -9.30323047E+00   4.52454346E-01
    123  -9.76502605E+00  -9.31285099E+00   4.52175053E-01
    124  -9.77430117E+00  -9.32189301E+00   4.52408153E-01
    125  -9.78301043E+00  -9.32992582E+00   4.53084609E-01
    126  -9.79101732E+00  -9.33860561E+00   4.52411711E-01
    127  -9.80237301E+00  -9.34778543E+00   4.54587573E-01
    128  -9.81101112E+00  -9.35668805E+00   4.54323075E-01
    129  -9.81858067E+00  -9.36510575E+00   4.53474913E-01
    130  -9.82659912E+00  -9.37377355E+00   4.52825575E-01
    131  -9.83339874E+00  -9.38229747E+00   4.51101274E-01
    132  -9.84209665E+00  -9.39084431E+00   4.51252337E-01
    133  -9.84996573E+00  -9.39827806E+00   4.51687666E-01
    134  -9.85758736E+00  -9.40686354E+00   4.50723812E-01
    135  -9.86447034E+00  -9.41384859E+00   4.50621752E-01
    136  -9.87273293E+00  -9.42147045E+00   4.51262481E-01
    137  -9.88026814E+00  -9.42868132E+00   4.51586812E-01
    138  -9.88749697E+00  -9.43653163E+00   4.50965341E-01
    139  -9.89548649E+00  -9.44488293E+00   4.50603556E-01
    140  -9.90215354E+00  -9.45199873E+00   4.50154807E-01
    141  -9.91023233E+00  -9.46013296E+00   4.50099374E-01
    142  -9.91720583E+00  -9.46772810E+00   4.49477730E-01
    143  -9.92563207E+00  -9.47550287E+00   4.50129194E-01
    144  -9.93309179E+00  -9.48256266E+00   4.50529129E-01
    145  -9.94165898E+00  -9.49018889E+00   4.51470094E-01
    146  -9.94817387E+00  -9.49699813E+00   4.51175738E-01
    147  -9.95500904E+00  -9.50416506E+00   4.50843979E-01
    148  -9.96195795E+00  -9.51140596E+00   4.50551994E-01
    149  -9.96985854E+00  -9.51851161E+00   4.51346935E-01
    150  -9.97627674E+00  -9.52467091E+00   4.51605827E-01
    151  -9.98255613E+00  -9.53157624E+00   4.50979890E-01
    152  -9.98889058E+00  -9.53881321E+00   4.50077377E-01
    153  -9.99570229E+00  -9.54525104E+00   4.50451256E-01
    154  -1.00018946E+01  -9.55163897E+00   4.50255643E-01
    155  -1.00077698E+01  -9.55819752E+00   4.49572271E-01
    156  -1.00138370E+01  -9.56491403E+00   4.48922959E-01
    157  -1.00206533E+01  -9.57149083E+00   4.49162454E-01
    158  -1.00268253E+01  -9.57812300E+00   4.48702291E-01
    159  -1.00329518E+01  -9.58512775E+00   4.47824024E-01
    160  -1.00388666E+01  -9.59114926E+00   4.47717374E-01
    161  -1.00445331E+01  -9.59741419E+00   4.47118881E-01
    162  -1.00518034E+01  -9.60388282E+00   4.47920627E-01
    163  -1.00577175E+01  -9.61039791E+00   4.47319566E-01
    164  -1.00636789E+01  -9.61660992E+00   4.47068946E-01
    165  -1.00698699E+01  -9.62272262E+00   4.47147301E-01
    166  -1.00790008E+01  -9.63007362E+00   4.48927199E-01
    167  -1.00849724E+01  -9.63613717E+00   4.48835207E-01
    168  -1.00902539E+01  -9.64163987E+00   4.48613984E-01
    169  -1.00963541E+01  -9.64737668E+00   4.48977428E-01
    170  -1.01015105E+01  -9.65272984E+00   4.48780653E-01
    171  -1.01071396E+01  -9.65814240E+00   4.48997177E-01
    172  -1.01126372E+01  -9.66344387E+00   4.49193381E-01
    173  -1.01184443E+01  -9.66914180E+00   4.49302453E-01
    174  -1.01245176E+01  -9.67485103E+00   4.49666617E-01
    175  -1.01297877E+01  -9.68034316E+00   4.49444519E-01
    176  -1.01355640E+01  -9.68651256E+00   4.49051407E-01
    177  -1.01405335E+01  -9.69178661E+00   4.48746934E-01
    178  -1.01469470E+01  -9.69787632E+00   4.49070706E-01
    179  -1.01522204E+01  -9.70336831E+00   4.48852132E-01
    180  -1.01572619E+01  -9.70863099E+00   4.48630891E-01
    181  -1.01638853E+01  -9.71399437E+00   4.49890954E-01
    182  -1.01694178E+01  -9.71954775E+00   4.49870007E-01
    183  -1.01747757E+01  -9.72500813E+00   4.49767594E-01
    184  -1.01802536E+01  -9.73074512E+00   4.49508515E-01
    185  -1.01861118E+01  -9.73612246E+00   4.49989296E-01
    186  -1.01918719E+01  -9.74133187E+00   4.50540065E-01
    187  -1.01967026E+01  -9.74654943E+00   4.50153131E-01
    188  -1.02009621E+01  -9.75096557E+00   4.49996519E-01
    189  -1.02060619E+01  -9.75608568E+00   4.49976262E-01
    190  -1.02104904E+01  -9.76121399E+00   4.49276416E-01
    191  -1.02146127E+01  -9.76598205E+00   4.48630667E-01
    192  -1.02191617E+01  -9.77077464E+00   4.48387077E-01
    193  -1.02231364E+01  -9.77575601E+00   4.47380434E-01
    194  -1.02277114E+01  -9.78101235E+00   4.46699019E-01
    195  -1.02326834E+01  -9.78627625E+00   4.46407158E-01
    196  -1.02375494E+01  -9.79095026E+00   4.46599162E-01
    197  -1.02418366E+01  -9.79526001E+00   4.46576610E-01
    198  -1.02459783E+01  -9.79987627E+00   4.46102063E-01
    199  -1.02497998E+01  -9.80427283E+00   4.45526953E-01
# k =   0.166667   0.500000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -1.11264275E+01  -1.07101040E+01   4.16323523E-01
# Error est. for CH(vbm) CH(cbm) diff =   8.76719210E-01   9.05868983E-01   2.91497735E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.59696294E-05  -1.06350760E-02  -1.05391064E-02
      2  -9.41652247E-02  -9.08629425E-02   3.30228221E-03
      3  -1.14685683E-01  -9.47861242E-02   1.98995586E-02
      4  -1.27176488E-01  -9.75416427E-02   2.96348458E-02
      5  -1.51692015E-01  -1.01059920E-01   5.06320951E-02
      6  -1.65696821E-01  -1.04139207E-01   6.15576142E-02
      7  -1.74881731E-01  -1.07313852E-01   6.75678787E-02
      8  -1.83465478E-01  -1.11242211E-01   7.22232672E-02
      9  -1.95004519E-01  -1.14364598E-01   8.06399214E-02
     10  -2.05368586E-01  -1.17916722E-01   8.74518640E-02
     11  -2.13746325E-01  -1.21900926E-01   9.18453982E-02
     12  -2.23929972E-01  -1.26243133E-01   9.76868396E-02
     13  -2.27469505E-01  -3.67470162E-01  -1.40000657E-01
     14  -2.30044612E-01  -5.68864033E-01  -3.38819421E-01
     15  -2.32534313E-01  -7.61046202E-01  -5.28511889E-01
     16  -8.45251458E-01  -1.13364014E+00  -2.88388683E-01
     17  -1.41050542E+00  -1.50036139E+00  -8.98559685E-02
     18  -2.16499720E+00  -1.82538989E+00   3.39607310E-01
     19  -2.16861098E+00  -1.88877486E+00   2.79836122E-01
     20  -2.25348407E+00  -1.94504676E+00   3.08437304E-01
     21  -2.41176351E+00  -2.00467144E+00   4.07092071E-01
     22  -2.57103537E+00  -2.05881248E+00   5.12222894E-01
     23  -2.57710595E+00  -2.18703822E+00   3.90067729E-01
     24  -2.71806125E+00  -2.29345748E+00   4.24603770E-01
